ID,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,Class
545,0,42,Gold,1,1,-35.0563958869041,1,0,0,0,2,No,5,0.213911242067335,0,0,1,2,21,3,2,2,6,-36.5583697708297,3,0,1.79130069687665,0,0,0,1,0,-0.095485114452334,3,0,17,0,Female,-142.459090446114,3,12,2,-0.802891963765061,7,Yes,3,3,142,1,2.01672298808418,1,1,7,0,0.835033081319063,0,Medium,0,0,3,1,0,0,7,0
546,0,185,Platinum,2,9,3.23985568966407,37,7,1,1,37,Yes,35,2.38828447063603,5,0,15,24,92,13,17,8,75,1.06249893703404,21,0,2.33578330711545,0,2,0,7,6,8.63381290922738,16,0,95,23,Female,57.049890481015,50,62,11,-5.74967008961191,34,Yes,13,13,836,12,-6.03454353240583,0,7,41,7,14.542312238376,0,Medium,2,2,13,9,0,5,34,3
547,2,134,Platinum,3,11,-17.1434991927333,20,4,1,0,21,Yes,18,8.67189586394561,0,0,6,14,57,5,6,7,35,-0.538691277395598,7,0,2.08472094809342,0,4,0,0,0,-7.04115925067523,8,8,65,16,Female,-22.186859162152,26,49,18,-23.4585902255391,49,Yes,5,5,571,9,-5.41221092694739,16,0,52,4,9.82465087479942,0,Low,0,0,8,11,0,0,49,0
548,1,251,Platinum,5,11,37.8856073408626,63,5,5,0,46,Yes,61,-5.04849735400013,17,0,26,64,171,40,32,19,90,46.7557749370754,35,0,14.1864158490253,3,6,8,11,0,8.44789984539715,60,4,118,38,Female,162.513779553045,79,64,63,-5.95196916864336,65,Yes,40,40,1357,22,2.71574244969765,11,11,59,5,-24.3404646535736,3,Low,1,12,15,11,3,6,65,3
549,1,140,Platinum,3,12,19.8132098257729,46,7,4,0,25,Yes,51,-6.38027223121658,10,0,9,33,90,33,17,16,64,-3.62070949919407,17,0,5.21631500755899,2,4,3,3,9,1.46109530700454,8,12,63,5,Female,7.55201195937074,50,44,20,23.5000138288449,11,Yes,33,33,748,18,5.71995005615772,0,3,39,7,-10.8745793548096,4,High,4,1,17,12,0,5,11,3
550,0,157,Gold,6,4,-5.85428210139704,23,1,4,0,17,No,28,-7.69033369016944,5,1,9,37,79,25,16,17,43,8.35004592840938,13,0,8.79120118820969,1,4,0,13,8,-4.33200821595947,25,4,53,12,Female,2.35715479509062,39,39,26,-5.01530209257541,40,Yes,25,25,730,18,8.60312402365879,0,13,34,1,8.23005579562822,1,Medium,0,4,0,4,1,3,40,0
551,1,37,Platinum,2,1,-30.7535031419972,6,0,0,0,2,No,3,-0.213675122390439,0,0,2,7,15,2,5,2,5,-37.8912488736103,2,0,-0.495859446802479,0,2,0,1,0,1.00655877515719,3,0,6,0,Female,-154.758271212177,4,5,1,1.02335460302732,4,Yes,2,2,115,0,-0.96669806773101,3,1,5,0,3.96234617419815,0,High,0,0,5,1,0,0,4,0
552,0,243,Gold,3,10,4.37933455384652,39,5,6,0,27,No,41,-1.85375642330634,6,0,33,33,121,17,31,19,53,33.554505687771,20,0,0.35709755033008,1,5,4,6,0,1.94240719547105,44,5,97,17,Female,107.307930357334,57,48,37,-23.9501958205216,68,Yes,17,17,1040,24,-5.70251109780305,21,6,56,5,14.3823603931211,1,High,1,3,6,10,1,1,68,0
553,0,101,Platinum,4,3,-19.2114419812153,16,3,1,1,9,Yes,21,0.030916754881894,5,0,12,21,36,7,10,9,37,-8.0378925279305,4,0,2.63934609758702,4,2,1,2,0,-5.78926690506675,23,1,28,10,Female,-71.8750934622903,24,28,15,-17.0350814971959,38,Yes,7,7,449,9,-1.44356638484636,13,2,37,3,8.23073203668196,0,Medium,0,1,8,3,0,0,38,0
554,0,188,Gold,4,16,18.3065405442963,51,6,5,2,38,Yes,53,-6.1304737989424,9,0,37,34,138,16,38,27,64,35.8377105274105,25,0,-10.8671150975781,1,6,1,9,0,6.81225371699147,14,25,79,32,Male,76.8317644744291,63,62,34,-13.9358018678573,59,Yes,16,16,1043,32,-9.40608882039249,6,9,41,6,-15.779421276739,2,Low,0,11,19,16,3,7,59,3
555,0,58,Platinum,0,3,-28.919699929129,4,0,1,0,6,Yes,7,-4.79417130118,3,0,4,10,24,8,2,10,14,-29.5189528303678,6,0,0.906964725737465,1,0,2,1,0,-1.91990255987801,6,0,16,2,Male,-125.6556336454,10,19,2,2.42952362708382,9,Yes,8,8,212,1,5.64008820293413,0,1,12,0,7.74176883065648,0,Low,0,1,8,3,0,0,9,0
556,1,133,Silver,4,4,-20.5136825216364,20,3,4,0,15,Yes,23,4.80896231409294,1,0,13,28,68,2,13,5,46,0.036209963305519,16,0,2.40402075872233,1,1,0,0,0,4.95597237944163,8,7,60,8,Male,-17.0067236241098,40,50,13,-24.4610007736766,47,Yes,2,2,627,13,-9.5145603889719,10,0,37,3,9.41366580594256,0,Low,0,4,1,4,2,0,47,0
557,1,127,Gold,1,13,-3.49159983962565,31,8,1,1,22,No,35,6.95011199440692,8,0,21,6,43,6,21,5,49,-10.382064533447,5,0,-7.1490367325286,0,7,5,6,0,1.31295483619821,16,13,51,10,Female,-32.0467217927709,38,37,24,-3.57443587512542,25,Yes,6,6,571,29,-7.35719674873285,0,6,60,8,0.7255670029393,0,Medium,2,1,18,13,2,3,25,2
558,0,38,Platinum,1,2,-29.9752340909407,7,0,0,0,1,No,2,-2.13634251891926,1,0,0,6,9,3,3,5,5,-38.3653202202548,3,0,-1.27578992165372,0,0,0,0,0,0.137900424478635,0,1,6,6,Female,-157.243941029732,2,1,1,3.37457488582275,2,Yes,3,3,100,2,-1.05544215267487,5,0,9,0,5.77948819099818,1,Medium,0,0,4,2,0,1,2,0
559,0,110,Silver,4,9,-13.7343509843347,15,1,2,0,8,Yes,18,-2.01976960581865,4,0,7,22,51,17,14,10,32,-13.1792629567052,13,0,1.03417451296732,0,2,2,3,3,2.7167477478065,9,0,32,0,Male,-60.2919612017964,28,30,14,8.26748978131424,15,Yes,17,17,453,6,8.68184978718685,0,3,22,1,10.8085637138464,0,Low,3,1,14,9,3,2,15,3
560,2,64,Platinum,0,4,-29.6831151588987,4,0,1,0,5,Yes,9,-0.935006867017696,2,0,6,11,25,11,6,5,9,-28.2129443184981,3,0,3.0860940118693,0,1,0,1,3,-2.64522413836239,15,1,17,0,Female,-123.476846811879,4,4,12,3.66953856774679,10,Yes,11,11,225,0,6.35176686666797,2,1,12,0,1.92186896268896,0,Low,0,0,1,4,0,2,10,2
561,1,165,Silver,7,6,-8.36174669570623,25,0,1,0,14,Yes,22,-3.71136413406031,4,1,8,13,69,16,8,10,51,-16.8077731075064,16,0,3.7249359536673,0,1,0,7,0,3.86701605642012,9,0,52,3,Female,0.823778362659527,37,37,6,7.57876507729754,13,No,16,16,580,8,0.347677803332775,11,7,25,0,31.0429654536677,2,Low,0,4,3,6,0,3,13,3
562,1,44,Platinum,0,2,-30.9123117461052,6,0,0,0,3,Yes,2,-1.53477223144192,3,0,1,3,26,1,9,4,11,-34.8921096870363,4,0,-3.61022433244987,0,1,1,4,0,3.44079464367224,3,0,14,6,Female,-139.400617078525,3,8,4,0.922071362036376,5,Yes,1,1,172,1,-1.66383160268693,2,4,7,0,0.906235699774138,0,Low,0,2,4,2,0,2,5,0
563,0,100,Platinum,0,4,-28.1171988585005,11,2,0,0,9,No,15,0.834659937515064,0,0,7,19,67,1,3,9,33,-16.3493008203525,4,0,0.131492726930261,0,5,0,0,0,-5.08065513093175,7,0,44,32,Female,-55.2007989917104,15,38,1,-18.0016106226321,33,Yes,1,1,459,5,-5.276871399182,0,0,22,2,6.25874444649159,0,Low,0,2,2,4,0,0,33,3
564,0,65,Platinum,1,3,-22.732581458797,14,3,1,0,7,No,9,-1.58728400941173,2,1,6,6,32,3,0,7,10,-34.222988243577,5,0,-0.66397349637581,1,1,0,6,0,-0.930645685755511,7,0,11,9,Female,-119.941044726232,7,15,3,0.56554044633044,7,Yes,3,3,231,5,-3.85011127520361,4,6,12,3,7.60257447537534,0,Medium,0,0,5,3,0,0,7,0
565,0,197,Platinum,3,12,9.24379501142571,43,8,5,0,19,Yes,39,5.33387310000582,9,0,7,23,66,16,15,9,42,7.57229483031379,16,0,3.90437627152791,0,2,3,4,0,0.198265531970925,18,7,68,5,Male,31.1500236334056,40,29,33,-9.59749204845485,43,Yes,16,16,732,12,-6.93129144849255,17,4,50,8,17.4353279262422,1,Medium,0,2,14,12,1,6,43,0
566,2,243,Silver,7,13,40.6867527353741,69,9,7,2,47,Yes,74,-0.585037965712614,10,0,20,61,124,33,25,20,98,44.1883126437026,26,0,11.5453657461203,2,5,4,14,10,-1.65050293335689,58,2,107,44,Female,136.927494414749,57,56,62,-15.7120144125733,72,Yes,33,33,1295,19,-5.50959516136576,15,14,91,9,-19.9389196392428,2,High,3,2,16,13,4,4,72,3
567,0,105,Platinum,2,1,-26.0276933024479,10,2,1,0,10,No,7,-1.18170724916098,0,0,6,19,37,5,10,7,19,-13.9852284934034,9,0,2.38340390893748,0,1,0,0,0,1.26100674189701,19,0,32,4,Female,-77.7924573019651,17,17,15,-13.1927432221888,30,Yes,5,5,373,3,-0.565663314623516,3,0,20,2,15.0547378199519,0,Medium,0,3,6,1,0,0,30,2
568,1,114,Gold,7,23,24.769154673708,45,3,5,1,31,Yes,47,1.42690046304142,7,0,10,19,73,36,18,13,39,-3.95854601834564,14,0,1.30055245604655,1,3,3,25,2,-2.67924519173801,28,8,80,7,Female,-16.3698077898295,35,32,55,31.9807305399557,6,Yes,36,36,731,16,11.4498130261124,0,25,32,3,-47.1017474260878,6,Low,0,4,18,23,8,3,6,1
569,1,159,Platinum,4,11,-8.01008653907585,24,5,2,0,12,No,20,1.33035047339638,5,0,4,33,67,16,16,11,39,0.475731074945596,13,0,1.17499869554359,1,4,4,7,0,-0.082307642423919,9,6,54,5,Female,-7.87569542969747,45,25,22,-3.34620499556381,33,Yes,16,16,619,8,1.84953380405236,17,7,30,5,18.1690873126643,0,Medium,0,3,7,11,2,0,33,2
570,1,117,Gold,1,6,-5.24081803605069,27,5,7,0,25,Yes,30,0.27645509347908,10,2,24,28,71,20,14,11,32,8.71215799828721,10,0,9.26954588847938,0,1,7,4,0,-6.21546214269607,44,12,48,17,Female,-29.7672907375074,35,44,47,-13.6506724902148,48,Yes,20,20,660,23,2.3856395701805,3,4,41,5,-22.1274225237394,0,Low,0,1,4,6,4,1,48,1
571,0,128,Platinum,5,9,0.099530319365949,36,4,1,0,21,No,31,-2.69775426728949,3,0,16,29,65,12,15,16,42,2.53343485463727,15,0,-1.31371715099228,0,5,2,8,0,0.582658471907246,27,2,61,6,Male,-20.5899888734407,26,43,25,-8.8119205011048,37,Yes,12,12,650,15,-7.88332561791377,5,8,30,4,-5.00768666402903,1,Low,1,4,6,9,2,1,37,2
572,1,119,Platinum,3,4,-15.2835054868802,19,1,3,0,13,No,22,-2.62139089685996,1,1,9,8,41,9,9,10,27,-17.7281481108255,4,0,0.519891120995247,0,1,0,5,0,-4.39068402556029,16,0,39,1,Female,-57.5281099954104,18,23,11,-4.63867670626161,22,Yes,9,9,419,9,-1.09077383209767,4,5,21,1,14.4222992940862,1,Low,1,2,8,4,0,0,22,1
573,1,49,Gold,0,6,-30.1312868208955,7,0,0,1,4,No,5,-8.25782213048638,0,0,4,1,25,4,4,17,9,-31.6575405920745,2,0,-7.92119710262985,0,0,0,0,0,-5.06951162691065,2,0,20,7,Female,-134.835859757181,9,5,2,4.18795156125669,5,Yes,4,4,185,1,-0.7374856743281,0,0,7,0,1.358963560569,2,Low,0,0,2,6,0,0,5,2
574,3,107,Silver,6,18,3.96160066263218,27,3,4,1,14,Yes,31,-3.00525839840787,7,2,6,14,51,27,21,17,42,-5.82727249430645,6,0,-4.20501953870032,1,0,2,10,3,-6.87014243404931,19,10,41,16,Female,-53.2706386769108,30,16,34,20.4925643496951,12,Yes,27,27,582,18,12.8140393437292,6,10,35,3,-13.9564949390951,2,Low,2,1,21,18,1,2,12,0
575,1,27,Platinum,0,0,-28.0380894650591,9,0,0,0,5,No,5,-1.55780684575181,2,0,1,6,13,5,3,3,7,-35.7212652226758,2,0,2.58659736377507,0,0,1,0,0,-1.01128620873498,1,0,9,6,Female,-158.953064584063,8,12,1,0.125497589852093,7,No,5,5,141,0,-1.00133348435574,0,0,7,0,-2.03463873776009,0,Medium,0,1,2,0,0,1,7,0
576,0,116,Platinum,1,7,-15.825382283243,9,3,1,0,12,Yes,13,-1.45080335572073,1,1,4,5,28,25,8,5,20,-23.957575819671,7,0,8.64595258547888,0,1,0,3,0,-1.8573920136571,8,2,24,9,Female,-76.1067005580784,7,12,12,18.8876863223001,3,No,25,25,343,5,17.8147299052138,11,3,27,3,22.9182910248611,0,Low,0,0,12,7,0,0,3,3
577,0,144,Platinum,2,6,12.9445932960044,43,1,3,0,12,No,48,-13.7932344005135,4,0,16,40,79,30,13,21,49,-6.58297925935371,13,0,5.44998084613001,0,1,2,7,4,-3.1404964188986,16,2,60,12,Female,-1.54704643414001,44,29,24,16.4281607757107,14,Yes,30,30,694,19,2.22692838918911,7,7,32,1,-9.1454054231209,0,Medium,0,7,4,6,0,2,14,0
578,1,241,Silver,2,26,28.222590488171,52,24,13,2,31,No,55,6.76544309146713,7,0,15,41,93,34,19,17,79,21.2846550083431,26,0,1.71092261088387,1,2,2,11,13,1.20643297485578,27,5,95,24,Female,101.393283086855,70,35,43,16.8369158527385,33,Yes,34,34,1051,36,5.46107179351514,2,11,76,24,10.5096878387148,1,Low,9,2,22,26,7,4,33,3
579,1,88,Platinum,4,9,-13.0454535478967,19,0,6,0,13,No,23,4.38422619387971,3,0,3,15,53,14,8,4,32,-16.5017495841577,7,0,4.18736774679461,0,2,1,10,0,-2.98886383198328,8,9,54,8,Female,-68.409889795361,22,12,25,1.19609097945063,20,Yes,14,14,457,7,2.77333605429865,2,10,19,0,-18.0756726919811,3,Medium,1,1,5,9,1,2,20,2
580,0,73,Platinum,2,3,-24.7402217472551,13,0,0,0,3,Yes,8,-0.805451993238371,2,0,4,18,32,5,7,5,25,-29.2822158556463,4,0,-0.278417558506704,0,3,2,3,0,0.09357223297897,8,0,27,22,Female,-103.465258179482,16,16,4,-0.634926217198639,11,Yes,5,5,320,1,-3.27069143163314,5,3,22,0,6.81993401558912,0,High,0,1,0,3,0,0,11,2
581,1,40,Platinum,2,5,-32.651093071158,3,0,0,0,1,No,6,-2.82706453235284,0,0,2,3,16,2,3,9,6,-36.412542908667,2,0,-5.12660000647132,0,0,0,1,0,-2.41067216945275,2,0,13,0,Female,-148.568047931526,5,6,1,3.36584856092601,3,Yes,2,2,126,1,1.11696222136299,2,1,7,0,1.83048572428702,0,Low,0,0,7,5,0,0,3,0
582,3,73,Gold,1,0,-35.9421670066197,1,2,1,0,10,No,6,-0.537179028207075,1,1,3,5,17,3,6,4,10,-26.0370728194821,7,0,2.27929424738369,0,1,0,1,0,2.15244089345123,6,0,17,0,Female,-119.435047178864,11,12,8,-7.44613102198316,18,Yes,3,3,222,2,1.29015067416475,10,1,18,2,12.9157211017981,0,Low,0,0,0,0,0,0,18,0
583,2,42,Platinum,0,5,-32.481330029062,0,1,0,1,5,No,1,2.61426772251901,0,0,6,3,23,7,5,1,5,-33.287521877445,4,0,1.62575765699747,0,1,0,2,0,0.54057732266668,11,2,14,4,Female,-143.441609150144,5,5,12,4.13378291395685,6,No,7,7,174,3,7.08592026305256,2,2,13,1,-4.03205897609159,0,High,0,0,8,5,0,0,6,0
584,2,44,Platinum,0,3,-33.0796965643018,2,0,0,0,5,Yes,5,-1.26344823499909,0,0,1,0,18,7,4,4,15,-35.8300368594056,3,0,1.01152691196476,0,0,0,1,0,-0.551398792338055,3,0,16,0,Female,-140.143879879022,5,12,2,5.42058815012262,3,Yes,7,7,151,4,4.20860061381644,3,1,11,0,3.19058474967928,0,High,0,0,1,3,0,0,3,2
585,0,123,Silver,6,15,36.0265495606401,67,6,9,0,28,No,63,-4.71967933535326,11,0,16,58,105,31,14,23,50,18.51614098548,20,0,5.63836561415453,0,4,6,9,4,-5.47523051557902,41,0,62,21,Female,7.33117813014548,46,61,41,3.23569238155493,41,Yes,31,31,930,21,-7.59584055304088,0,9,40,6,-42.4192756677008,4,Low,3,5,12,15,2,5,41,1
586,4,254,Gold,15,42,69.1466192395227,83,19,13,0,45,No,86,16.7919255012458,12,1,28,84,157,51,35,14,106,42.7170466750576,25,0,0.959410045959859,0,4,6,18,0,-3.82005314882381,49,19,171,10,Male,191.869182123249,82,80,80,29.4617473630007,40,Yes,51,51,1469,53,8.71372367199277,0,18,74,19,-53.5857131111726,1,High,9,6,44,42,9,5,40,1
587,0,32,Platinum,0,0,-36.0929155717832,0,0,0,0,0,Yes,1,-2.25837577227272,0,0,0,1,11,5,1,3,2,-41.6214900224705,0,0,1.84253836539324,0,0,0,0,0,-2.01821070997678,0,0,7,0,Female,-162.168320372983,0,0,0,4.51221695292297,0,No,5,5,67,0,3.31212121247445,0,0,2,0,3.47383774352583,0,Medium,0,1,0,0,0,0,0,2
588,6,200,Gold,5,4,-10.0167547765986,30,5,1,0,26,No,34,-6.85759666963353,6,1,17,46,114,1,20,20,73,9.64107809326698,28,0,-6.07540363997546,1,8,0,3,9,14.128321118672,24,0,89,19,Female,68.7103205635024,50,38,15,-20.9294744449674,46,Yes,1,1,894,13,-13.6050969084128,0,3,28,5,15.028070930507,0,Low,0,1,8,4,0,4,46,0
589,12,163,Silver,5,34,46.1413811643582,74,12,5,0,39,Yes,72,20.1769489823214,5,0,16,23,98,30,32,9,62,49.0854576462887,27,0,1.66224986260408,1,9,1,6,0,1.72005919157928,46,46,110,15,Female,61.5837829166397,85,47,113,-9.85045625898257,72,No,30,30,1132,19,-8.11779035625009,0,6,93,12,-82.2146474143022,1,Medium,1,6,30,34,12,3,72,0
590,2,244,Silver,8,13,37.6911795486373,72,7,2,0,42,No,76,-2.27218938699664,9,0,11,52,116,25,22,24,52,43.2956579310679,23,0,6.44010629902486,3,1,3,5,0,-5.27874049597353,46,7,119,2,Female,121.76547410807,59,50,62,-25.3193999947329,78,Yes,25,25,1093,21,-14.8119546187619,12,5,65,7,-19.8576001177139,0,Medium,4,5,15,13,7,3,78,3
591,0,42,Platinum,0,2,-36.8253898356972,0,0,0,0,3,No,3,-2.41247602218594,5,0,0,8,24,2,1,6,8,-37.9427670817169,3,0,-1.34243405106735,0,0,4,3,0,-0.807417064366526,0,0,15,0,Female,-141.647441917342,2,13,1,1.18729520755798,4,Yes,2,2,164,1,1.25250240690556,0,3,6,0,2.27505985611768,0,Low,0,1,0,2,0,1,4,2
592,2,233,Platinum,9,32,53.689863040685,75,9,6,2,51,Yes,70,3.90611942605104,9,0,20,68,139,44,29,25,87,46.0857933017642,26,0,2.35088369169361,0,11,7,14,7,-4.95511765210134,54,7,105,18,Female,135.847547826578,82,76,77,10.1592372364676,55,Yes,44,44,1327,33,2.78166406060035,1,14,71,9,-31.9111283466079,3,High,8,3,27,32,9,2,55,3
593,2,216,Diamond,6,12,2.39457519229978,39,2,3,2,18,Yes,41,1.41204943178451,11,1,29,40,104,10,23,18,65,27.9038801655817,16,0,-2.02356534894938,2,2,1,10,0,-3.15614991972465,49,1,91,7,Female,81.5381833678154,57,51,33,-30.5603963766382,70,Yes,10,10,941,15,-10.6134927968009,15,10,50,2,10.7156688221209,2,Medium,0,7,7,12,0,7,70,2
594,27,897,Gold,21,65,197.238384905422,171,25,9,4,126,Yes,167,-2.5353115738979,32,3,34,217,368,142,65,50,354,144.474450802795,60,1,30.0839701916191,5,13,9,75,29,-10.5419766299952,84,11,431,69,Male,960.948425924919,237,221,107,74.8031041025839,80,Yes,142,142,4032,82,45.2898692456826,1,75,253,25,90.1945985336718,12,Low,9,3,60,65,7,15,80,3
595,0,168,Platinum,8,7,-15.8035600294188,14,14,2,2,20,Yes,19,-0.242988829345013,3,0,12,19,92,17,16,13,43,8.33376332263466,16,0,4.31284302084686,0,2,2,12,8,0.125931324202962,28,8,79,11,Female,24.6790298707413,47,37,39,-8.93636872626628,42,Yes,17,17,793,12,7.83522076154662,0,12,43,14,-0.482626630285622,0,Low,0,3,4,7,1,1,42,0
596,1,156,Platinum,3,6,-13.0131614893803,24,3,3,0,12,No,21,2.5006663562867,4,0,9,15,81,9,15,7,45,-2.55804776171488,13,0,2.58049632735117,0,1,3,6,0,2.36609774075254,19,0,67,0,Female,1.93118071490929,41,31,11,-13.4134356009137,38,No,9,9,597,7,-5.33577538960799,7,6,28,3,16.5707515937321,0,Medium,0,0,1,6,0,1,38,0
597,0,162,Silver,1,6,-7.06893485041746,31,3,5,0,20,No,26,-2.23112470561446,5,0,12,27,75,5,22,14,47,1.65225522745122,10,1,-5.18622648263872,0,5,5,5,10,1.43364607905466,20,2,69,6,Female,6.14489681718436,30,24,18,-16.697090382368,41,Yes,5,5,661,13,-10.6972409018608,0,5,29,3,12.8677776771059,0,Medium,0,0,8,6,1,0,41,1
598,8,270,Diamond,4,47,72.9725324801851,88,4,3,1,48,No,86,12.8082989654037,12,3,19,47,163,42,28,16,91,12.8178791949884,16,0,-10.540164681462,1,0,3,26,3,-5.67929493455379,40,7,136,23,Female,181.04847000482,100,62,44,42.0398292438473,11,Yes,42,42,1300,30,1.44893965785959,1,26,62,4,-18.7281017254588,2,Low,2,4,51,47,2,5,11,3
599,3,30,Gold,0,0,-31.5511689036963,6,1,0,0,2,Yes,2,1.07158282082688,1,0,1,5,14,4,2,1,15,-32.7373031316328,3,0,4.38236964577689,1,0,0,0,0,-0.834238720437297,2,0,11,5,Male,-155.101614100863,13,7,2,-4.72369403762834,13,Yes,4,4,150,1,-0.68877430144737,0,0,9,1,-0.457456964327913,0,Low,0,0,0,0,0,0,13,0
600,1,186,Platinum,1,12,25.7334639314174,57,6,7,0,26,No,55,-16.2253456828098,8,1,19,40,126,23,30,31,79,11.5084871736083,22,0,-9.79594901776447,4,3,0,9,3,5.90660566305415,15,8,96,15,Male,74.937604698523,55,51,20,11.9936076916703,24,Yes,23,23,952,19,-7.47266170924947,0,9,21,6,-9.10367870015379,1,Low,0,7,17,12,3,3,24,1
601,1,316,Gold,7,18,64.5623526309536,96,7,6,0,62,No,98,-7.14449048006528,20,6,23,93,187,28,49,32,109,64.4646855150135,29,0,-5.54235258580642,2,6,7,27,15,3.87518461686132,43,4,172,19,Male,245.884565472404,109,53,70,-20.9599881422956,84,Yes,28,28,1671,51,-21.4406514509233,0,27,57,7,-33.6345915368675,2,Medium,0,8,20,18,9,5,84,2
602,0,124,Silver,0,6,-12.5854939218671,22,4,3,0,8,No,17,-9.75246928694778,1,0,0,23,48,9,12,21,20,-13.2044105102088,5,0,-6.641718876233,1,2,0,3,0,-5.27307439000299,0,0,42,0,Female,-51.9000744027532,12,35,3,-1.7059955700994,21,Yes,9,9,441,5,-2.43726787417262,4,3,20,4,22.8380956201872,1,Low,0,3,10,6,0,0,21,0
603,2,97,Gold,4,8,-14.6406623238385,12,1,2,0,20,No,17,-5.79379134496313,4,0,4,27,51,22,11,13,31,-15.9731290125228,10,0,3.04540583691407,0,0,1,3,3,-1.88565937942853,7,4,42,10,Male,-68.0901870408616,18,20,15,13.8952730704631,10,Yes,22,22,480,3,13.8084370958536,0,3,18,1,0.070371522915543,1,Low,0,2,12,8,0,3,10,0
604,0,35,Platinum,0,1,-38.2652223210611,0,0,0,0,3,Yes,3,1.55997093304689,0,0,1,7,12,0,2,1,13,-37.3484484087312,1,0,0.559279875284811,0,1,0,0,0,-0.784881862960731,1,0,10,11,Female,-152.966464431362,5,6,1,-4.28850576259179,9,Yes,0,0,136,1,-0.699568892324173,0,0,5,0,2.2443009305853,0,High,0,0,0,1,0,0,9,0
605,0,220,Gold,7,20,21.0885834338321,48,10,3,0,34,No,46,10.6165530638373,2,0,18,66,83,31,18,11,79,30.3091350072946,9,2,10.3498429430142,0,5,1,4,16,-14.4584058759582,31,13,100,16,Female,84.9522511480131,52,41,58,-13.0716952588767,65,Yes,31,31,1072,37,3.40707737366081,3,4,63,10,-1.76786700588417,0,Medium,6,2,18,20,3,1,65,0
606,3,180,Gold,9,19,26.3140461210221,52,9,10,1,35,No,57,4.53591596593761,7,0,13,48,103,30,26,16,56,35.492691506765,29,0,5.64731016478572,4,4,3,7,3,3.79484505146032,37,12,101,7,Male,59.2162396483986,55,42,56,-4.66250439517844,57,Yes,30,30,1010,30,2.27290757587549,1,7,49,9,-31.0470705698414,8,Low,2,3,24,19,3,0,57,3
607,0,145,Platinum,14,21,15.5496641940717,39,10,6,2,29,Yes,41,0.111178654133822,10,1,11,38,90,33,30,19,52,18.0703907099481,13,0,-2.36087675980236,0,8,9,8,0,-4.71901966824555,41,5,93,10,Male,20.1127084546532,46,32,60,15.0492270517565,31,Yes,33,33,852,32,10.5149741027436,0,8,38,10,-38.2864121526418,1,Low,1,2,19,21,15,0,31,3
608,1,245,Platinum,8,22,39.5194710131992,70,8,17,0,41,No,65,-6.94900256530062,4,0,21,73,146,27,30,39,81,54.4514372079821,19,0,-6.95725801244404,1,8,2,11,0,-12.8066193455742,47,7,123,12,Female,148.676836183639,73,76,61,-18.5290312051126,78,Yes,27,27,1313,28,-10.2353483747022,14,11,49,8,-20.4315092531892,1,Low,4,7,20,22,9,1,78,2
609,11,139,Platinum,7,29,16.6547210681143,44,2,8,2,22,Yes,47,11.0760272905118,7,0,3,36,76,21,21,8,77,-4.39672757330892,14,0,-8.8613492851843,2,3,2,7,0,0.957825824649497,12,1,73,26,Female,11.1819100953348,57,55,21,21.0471966713952,12,Yes,21,21,781,14,0.043181025106861,0,7,34,2,-9.73661251262971,1,High,0,6,27,29,5,3,12,3
610,2,179,Silver,7,6,-11.4272081642672,19,0,1,0,15,Yes,22,-5.89684343605699,4,1,9,16,78,17,8,13,57,-14.7974618179927,16,0,3.12333197567023,0,2,0,7,0,2.70112249883766,10,0,57,9,Female,19.3141697851935,42,41,6,7.73385318139265,14,Yes,17,17,640,8,5.55952717378697,11,7,26,0,34.2848242862399,2,Low,0,5,8,6,0,3,14,3
611,1,125,Platinum,8,31,29.6123826946881,48,8,9,0,31,Yes,51,6.58350144830726,7,0,13,38,77,36,14,17,41,7.57493626757502,14,0,-1.25190680806437,1,3,5,11,1,-9.6045692509748,34,3,74,17,Female,-8.20574921178926,48,34,47,26.2185340435641,19,Yes,36,36,791,15,12.3465995243935,0,11,38,8,-37.7314374375072,2,Medium,0,7,35,31,10,1,19,3
612,1,210,Gold,5,28,36.6649915512011,65,10,5,1,34,No,69,7.13288655146477,11,3,13,62,98,22,22,17,98,9.80519544639996,9,1,-9.25040871236875,3,4,1,23,0,-7.91567014960053,15,13,89,39,Male,96.0520440829268,69,79,34,8.97410626113938,31,Yes,22,22,1174,15,-9.22322978756534,0,23,51,10,-3.65949800765323,2,Low,6,2,24,28,0,4,31,1
613,1,188,Platinum,3,26,33.3394075975564,53,6,3,0,32,No,56,-12.6154370419603,11,0,5,50,121,36,25,36,75,13.8545180504846,13,0,-10.9023794233783,3,3,4,15,5,-9.58716269309376,24,2,99,19,Male,77.0676076678444,64,53,37,26.7138783442975,19,No,36,36,1003,25,9.17556553811291,0,15,50,6,-18.5671448075279,4,Low,2,6,31,26,4,4,19,3
